"A30.1","Leprosy [Hansen's disease]: Tuberculoid leprosy"
"A30.2","Leprosy [Hansen's disease]: Borderline tuberculoid leprosy"
"A30.3","Leprosy [Hansen's disease]: Borderline leprosy"
"A30.4","Leprosy [Hansen's disease]: Borderline lepromatous leprosy"
"A30.5","Leprosy [Hansen's disease]: Lepromatous leprosy"
"A30.8","Leprosy [Hansen's disease]: Other forms of leprosy"
"A30.9","Leprosy [Hansen's disease]: Leprosy, unspecified"
"A31.0","Infection due to other mycobacteria: Pulmonary mycobacterial infection"
"A31.1","Infection due to other mycobacteria: Cutaneous mycobacterial infection"
"A31.2","Infection due to other mycobacteria: Dissem mycobacterium avium-intracellulare complex (DMAC)"
"A31.8","Infection due to other mycobacteria: Other mycobacterial infections"
"A31.9","Infection due to other mycobacteria: Mycobacterial infection, unspecified"
"A32.0","Listeriosis: Cutaneous listeriosis"
"A32.11","Listerial meningitis and meningoencephalitis: Listerial meningitis"
"A32.12","Listerial meningitis and meningoencephalitis: Listerial meningoencephalitis"
"A32.7","Listerial sepsis"
"A32.81","Other forms of listeriosis: Oculoglandular listeriosis"
"A32.82","Other forms of listeriosis: Listerial endocarditis"
"A32.89","Other forms of listeriosis"
"A32.9","Listeriosis, unspecified"
"A33","Tetanus neonatorum"
"A34","Obstetrical tetanus"
"A35","Other tetanus"
"A36.0","Diphtheria: Pharyngeal diphtheria"
"A36.1","Diphtheria: Nasopharyngeal diphtheria"
"A36.2","Diphtheria: Laryngeal diphtheria"
"A36.3","Diphtheria: Cutaneous diphtheria"
"A36.81","Other diphtheria: Diphtheritic cardiomyopathy"
"A36.82","Other diphtheria: Diphtheritic radiculomyelitis"
"A36.83","Other diphtheria: Diphtheritic polyneuritis"
"A36.84","Other diphtheria: Diphtheritic tubulo-interstitial nephropathy"
"A36.85","Other diphtheria: Diphtheritic cystitis"
"A36.86","Other diphtheria: Diphtheritic conjunctivitis"
"A36.89","Other diphtheria: Other diphtheritic complications"
"A36.9","Diphtheria, unspecified"
"A37.00","Whooping cough due to Bordetella pertussis: Whooping cough due to Bordetella pertussis without pneumonia"
"A37.01","Whooping cough due to Bordetella pertussis: Whooping cough due to Bordetella pertussis with pneumonia"
"A37.10","Whooping cough due to Bordetella parapertussis: Whooping cough due to Bordetella parapertussis w/o pneumonia"
"A37.11","Whooping cough due to Bordetella parapertussis: Whooping cough due to Bordetella parapertussis w pneumonia"
"A37.80","Whooping cough due to other Bordetella species: Whooping cough due to other Bordetella species w/o pneumonia"
"A37.81","Whooping cough due to other Bordetella species: Whooping cough due to oth Bordetella species with pneumonia"
"A37.90","Whooping cough, unspecified species: Whooping cough, unspecified species without pneumonia"
"A37.91","Whooping cough, unspecified species: Whooping cough, unspecified species with pneumonia"
"A38.0","Scarlet fever: Scarlet fever with otitis media"
"A38.1","Scarlet fever: Scarlet fever with myocarditis"
"A38.8","Scarlet fever: Scarlet fever with other complications"
"A38.9","Scarlet fever: Scarlet fever, uncomplicated"
"A39.0","Meningococcal infection: Meningococcal meningitis"
"A39.1","Meningococcal infection: Waterhouse-Friderichsen syndrome"
"A39.2","Meningococcal infection: Acute meningococcemia"
"A39.3","Meningococcal infection: Chronic meningococcemia"
"A39.4","Meningococcal infection: Meningococcemia, unspecified"
"A39.50","Meningococcal heart disease: Meningococcal carditis, unspecified"
"A39.51","Meningococcal heart disease: Meningococcal endocarditis"
"A39.52","Meningococcal heart disease: Meningococcal myocarditis"
"A39.53","Meningococcal heart disease: Meningococcal pericarditis"
"A39.81","Other meningococcal infections: Meningococcal encephalitis"
"A39.82","Other meningococcal infections: Meningococcal retrobulbar neuritis"
"A39.83","Other meningococcal infections: Meningococcal arthritis"
"A39.84","Other meningococcal infections: Postmeningococcal arthritis"
"A39.89","Other meningococcal infections"
"A39.9","Meningococcal infection, unspecified"
"A40.0","Streptococcal sepsis: Sepsis due to streptococcus, group A"
"A40.1","Streptococcal sepsis: Sepsis due to streptococcus, group B"
"A40.3","Streptococcal sepsis: Sepsis due to Streptococcus pneumoniae"
"A40.8","Streptococcal sepsis: Other streptococcal sepsis"
"A40.9","Streptococcal sepsis: Streptococcal sepsis, unspecified"
"A41.01","Sepsis due to Staphylococcus aureus: Sepsis due to Methicillin susceptible Staphylococcus aureus"
"A41.02","Sepsis due to Staphylococcus aureus: Sepsis due to Methicillin resistant Staphylococcus aureus"
"A41.1","Sepsis due to other specified staphylococcus"
"A41.2","Sepsis due to unspecified staphylococcus"
"A41.3","Sepsis due to Hemophilus influenzae"
"A41.4","Sepsis due to anaerobes"
"A41.50","Sepsis due to other Gram-negative organisms: Gram-negative sepsis, unspecified"
"A41.51","Sepsis due to other Gram-negative organisms: Sepsis due to Escherichia coli [E. coli]"
"A41.52","Sepsis due to other Gram-negative organisms: Sepsis due to Pseudomonas"
"A41.53","Sepsis due to other Gram-negative organisms: Sepsis due to Serratia"
"A41.59","Sepsis due to other Gram-negative organisms: Other Gram-negative sepsis"
"A41.81","Other specified sepsis: Sepsis due to Enterococcus"
"A41.89","Other specified sepsis"
"A41.9","Sepsis, unspecified organism"
"A42.0","Actinomycosis: Pulmonary actinomycosis"
"A42.1","Actinomycosis: Abdominal actinomycosis"
"A42.2","Actinomycosis: Cervicofacial actinomycosis"
"A42.7","Actinomycosis: Actinomycotic sepsis"
"A42.81","Other forms of actinomycosis: Actinomycotic meningitis"
"A42.82","Other forms of actinomycosis: Actinomycotic encephalitis"
"A42.89","Other forms of actinomycosis"
"A42.9","Actinomycosis, unspecified"
"A43.0","Nocardiosis: Pulmonary nocardiosis"
"A43.1","Nocardiosis: Cutaneous nocardiosis"
"A43.8","Nocardiosis: Other forms of nocardiosis"
"A43.9","Nocardiosis: Nocardiosis, unspecified"
"A44.0","Bartonellosis: Systemic bartonellosis"
"A44.1","Bartonellosis: Cutaneous and mucocutaneous bartonellosis"
"A44.8","Bartonellosis: Other forms of bartonellosis"
"A44.9","Bartonellosis: Bartonellosis, unspecified"
"A46","Erysipelas"
"A48.0","Other bacterial diseases, not elsewhere classified: Gas gangrene"
"A48.1","Other bacterial diseases, not elsewhere classified: Legionnaires' disease"
"A48.2","Other bacterial diseases, not elsewhere classified: Nonpneumonic Legionnaires' disease [Pontiac fever]"
"A48.3","Other bacterial diseases, not elsewhere classified: Toxic shock syndrome"
"A48.4","Other bacterial diseases, not elsewhere classified: Brazilian purpuric fever"
"A48.51","Other specified botulism: Infant botulism"
"A48.52","Other specified botulism: Wound botulism"
"A48.8","Other specified bacterial diseases"
"A49.01","Staphylococcal infection, unspecified site: Methicillin suscep staph infection, unsp site"
"A49.02","Staphylococcal infection, unspecified site: Methicillin resis staph infection, unsp site"
"A49.1","Streptococcal infection, unspecified site"
"A49.2","Hemophilus influenzae infection, unspecified site"
"A49.3","Mycoplasma infection, unspecified site"
"A49.8","Other bacterial infections of unspecified site"
"A49.9","Bacterial infection, unspecified"
"A50.01","Early congenital syphilis, symptomatic: Early congenital syphilitic oculopathy"
"A50.02","Early congenital syphilis, symptomatic: Early congenital syphilitic osteochondropathy"
"A50.03","Early congenital syphilis, symptomatic: Early congenital syphilitic pharyngitis"
"A50.04","Early congenital syphilis, symptomatic: Early congenital syphilitic pneumonia"
"A50.05","Early congenital syphilis, symptomatic: Early congenital syphilitic rhinitis"
"A50.06","Early congenital syphilis, symptomatic: Early cutaneous congenital syphilis"
"A50.07","Early congenital syphilis, symptomatic: Early mucocutaneous congenital syphilis"
"A50.08","Early congenital syphilis, symptomatic: Early visceral congenital syphilis"
"A50.09","Early congenital syphilis, symptomatic: Other early congenital syphilis, symptomatic"
"A50.1","Early congenital syphilis, latent"
"A50.2","Early congenital syphilis, unspecified"
"A50.30","Late congenital syphilitic oculopathy: Late congenital syphilitic oculopathy, unspecified"
"A50.31","Late congenital syphilitic oculopathy: Late congenital syphilitic interstitial keratitis"
"A50.32","Late congenital syphilitic oculopathy: Late congenital syphilitic chorioretinitis"
"A50.39","Late congenital syphilitic oculopathy: Other late congenital syphilitic oculopathy"
"A50.40","Late congenital neurosyphilis [juvenile neurosyphilis]: Late congenital neurosyphilis, unspecified"
"A50.41","Late congenital neurosyphilis [juvenile neurosyphilis]: Late congenital syphilitic meningitis"
"A50.42","Late congenital neurosyphilis [juvenile neurosyphilis]: Late congenital syphilitic encephalitis"
"A50.43","Late congenital neurosyphilis [juvenile neurosyphilis]: Late congenital syphilitic polyneuropathy"
"A50.44","Late congenital neurosyphilis [juvenile neurosyphilis]: Late congenital syphilitic optic nerve atrophy"
"A50.45","Late congenital neurosyphilis [juvenile neurosyphilis]: Juvenile general paresis"
"A50.49","Late congenital neurosyphilis [juvenile neurosyphilis]: Other late congenital neurosyphilis"
"A50.51","Other late congenital syphilis, symptomatic: Clutton's joints"
"A50.52","Other late congenital syphilis, symptomatic: Hutchinson's teeth"
"A50.53","Other late congenital syphilis, symptomatic: Hutchinson's triad"
"A50.54","Other late congenital syphilis, symptomatic: Late congenital cardiovascular syphilis"
"A50.55","Other late congenital syphilis, symptomatic: Late congenital syphilitic arthropathy"
"A50.56","Other late congenital syphilis, symptomatic: Late congenital syphilitic osteochondropathy"
"A50.57","Other late congenital syphilis, symptomatic: Syphilitic saddle nose"
"A50.59","Other late congenital syphilis, symptomatic"
"A50.6","Late congenital syphilis, latent"
"A50.7","Late congenital syphilis, unspecified"
"A50.9","Congenital syphilis, unspecified"
"A51.0","Early syphilis: Primary genital syphilis"
"A51.1","Early syphilis: Primary anal syphilis"
"A51.2","Early syphilis: Primary syphilis of other sites"
"A51.31","Secondary syphilis of skin and mucous membranes: Condyloma latum"
"A51.32","Secondary syphilis of skin and mucous membranes: Syphilitic alopecia"
"A51.39","Secondary syphilis of skin and mucous membranes: Other secondary syphilis of skin"
"A51.41","Other secondary syphilis: Secondary syphilitic meningitis"
"A51.42","Other secondary syphilis: Secondary syphilitic female pelvic disease"
"A51.43","Other secondary syphilis: Secondary syphilitic oculopathy"
"A51.44","Other secondary syphilis: Secondary syphilitic nephritis"
"A51.45","Other secondary syphilis: Secondary syphilitic hepatitis"
"A51.46","Other secondary syphilis: Secondary syphilitic osteopathy"
"A51.49","Other secondary syphilis: Other secondary syphilitic conditions"
"A51.5","Early syphilis, latent"
"A51.9","Early syphilis, unspecified"
"A52.00","Cardiovascular and cerebrovascular syphilis: Cardiovascular syphilis, unspecified"
"A52.01","Cardiovascular and cerebrovascular syphilis: Syphilitic aneurysm of aorta"
"A52.02","Cardiovascular and cerebrovascular syphilis: Syphilitic aortitis"
"A52.03","Cardiovascular and cerebrovascular syphilis: Syphilitic endocarditis"
"A52.04","Cardiovascular and cerebrovascular syphilis: Syphilitic cerebral arteritis"
"A52.05","Cardiovascular and cerebrovascular syphilis: Other cerebrovascular syphilis"
"A52.06","Cardiovascular and cerebrovascular syphilis: Other syphilitic heart involvement"
"A52.09","Cardiovascular and cerebrovascular syphilis: Other cardiovascular syphilis"
"A52.10","Symptomatic neurosyphilis: Symptomatic neurosyphilis, unspecified"
"A52.11","Symptomatic neurosyphilis: Tabes dorsalis"
"A52.12","Symptomatic neurosyphilis: Other cerebrospinal syphilis"
"A52.13","Symptomatic neurosyphilis: Late syphilitic meningitis"
"A52.14","Symptomatic neurosyphilis: Late syphilitic encephalitis"
"A52.15","Symptomatic neurosyphilis: Late syphilitic neuropathy"
"A52.16","Symptomatic neurosyphilis: Charcot's arthropathy (tabetic)"
"A52.17","Symptomatic neurosyphilis: General paresis"
"A52.19","Symptomatic neurosyphilis: Other symptomatic neurosyphilis"
"A52.2","Asymptomatic neurosyphilis"
"A52.3","Neurosyphilis, unspecified"
"A52.71","Other symptomatic late syphilis: Late syphilitic oculopathy"
"A52.72","Other symptomatic late syphilis: Syphilis of lung and bronchus"
"A52.73","Other symptomatic late syphilis: Symptomatic late syphilis of other respiratory organs"
"A52.74","Other symptomatic late syphilis: Syphilis of liver and other viscera"
"A52.75","Other symptomatic late syphilis: Syphilis of kidney and ureter"
"A52.76","Other symptomatic late syphilis: Other genitourinary symptomatic late syphilis"
"A52.77","Other symptomatic late syphilis: Syphilis of bone and joint"
"A52.78","Other symptomatic late syphilis: Syphilis of other musculoskeletal tissue"
"A52.79","Other symptomatic late syphilis"
"A52.8","Late syphilis, latent"
"A52.9","Late syphilis, unspecified"
"A53.0","Other and unspecified syphilis: Latent syphilis, unspecified as early or late"
"A53.9","Other and unspecified syphilis: Syphilis, unspecified"
"A54.00","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess: Gonococcal infection of lower genitourinary tract, unsp"
"A54.01","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess: Gonococcal cystitis and urethritis, unspecified"
"A54.02","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess: Gonococcal vulvovaginitis, unspecified"
"A54.03","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess: Gonococcal cervicitis, unspecified"
"A54.09","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess: Other gonococcal infection of lower genitourinary tract"
"A54.1","Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess: Gonocl infct of lower GU tract w periureth and acc glnd abcs"
"A54.21","Gonococcal pelviperitonitis and other gonococcal genitourinary infection: Gonococcal infection of kidney and ureter"
"A54.22","Gonococcal pelviperitonitis and other gonococcal genitourinary infection: Gonococcal prostatitis"
"A54.23","Gonococcal pelviperitonitis and other gonococcal genitourinary infection: Gonococcal infection of other male genital organs"
"A54.24","Gonococcal pelviperitonitis and other gonococcal genitourinary infection: Gonococcal female pelvic inflammatory disease"
"A54.29","Gonococcal pelviperitonitis and other gonococcal genitourinary infection: Other gonococcal genitourinary infections"
"A54.30","Gonococcal infection of eye: Gonococcal infection of eye, unspecified"
"A54.31","Gonococcal infection of eye: Gonococcal conjunctivitis"
"A54.32","Gonococcal infection of eye: Gonococcal iridocyclitis"
"A54.33","Gonococcal infection of eye: Gonococcal keratitis"
"A54.39","Gonococcal infection of eye: Other gonococcal eye infection"
"A54.40","Gonococcal infection of musculoskeletal system: Gonococcal infection of musculoskeletal system, unspecified"
"A54.41","Gonococcal infection of musculoskeletal system: Gonococcal spondylopathy"
"A54.42","Gonococcal infection of musculoskeletal system: Gonococcal arthritis"
"A54.43","Gonococcal infection of musculoskeletal system: Gonococcal osteomyelitis"
"A54.49","Gonococcal infection of musculoskeletal system: Gonococcal infection of other musculoskeletal tissue"
"A54.5","Gonococcal pharyngitis"
"A54.6","Gonococcal infection of anus and rectum"
"A54.81","Other gonococcal infections: Gonococcal meningitis"
"A54.82","Other gonococcal infections: Gonococcal brain abscess"
"A54.83","Other gonococcal infections: Gonococcal heart infection"
"A54.84","Other gonococcal infections: Gonococcal pneumonia"
"A54.85","Other gonococcal infections: Gonococcal peritonitis"
"A54.86","Other gonococcal infections: Gonococcal sepsis"
"A54.89","Other gonococcal infections"
"A54.9","Gonococcal infection, unspecified"
"A55","Chlamydial lymphogranuloma (venereum)"
"A56.00","Chlamydial infection of lower genitourinary tract: Chlamydial infection of lower genitourinary tract, unsp"
"A56.01","Chlamydial infection of lower genitourinary tract: Chlamydial cystitis and urethritis"
"A56.02","Chlamydial infection of lower genitourinary tract: Chlamydial vulvovaginitis"
"A56.09","Chlamydial infection of lower genitourinary tract: Other chlamydial infection of lower genitourinary tract"
"A56.11","Chlamydial infection of pelviperitoneum and other genitourinary organs: Chlamydial female pelvic inflammatory disease"
"A56.19","Chlamydial infection of pelviperitoneum and other genitourinary organs: Other chlamydial genitourinary infection"
"A56.2","Chlamydial infection of genitourinary tract, unspecified"
"A56.3","Chlamydial infection of anus and rectum"
"A56.4","Chlamydial infection of pharynx"
"A56.8","Sexually transmitted chlamydial infection of other sites"
"A57","Chancroid"
"A58","Granuloma inguinale"
"A59.00","Urogenital trichomoniasis: Urogenital trichomoniasis, unspecified"
"A59.01","Urogenital trichomoniasis: Trichomonal vulvovaginitis"
"A59.02","Urogenital trichomoniasis: Trichomonal prostatitis"
"A59.03","Urogenital trichomoniasis: Trichomonal cystitis and urethritis"
"A59.09","Urogenital trichomoniasis: Other urogenital trichomoniasis"
"A59.8","Trichomoniasis of other sites"
"A59.9","Trichomoniasis, unspecified"
"A60.00","Herpesviral infection of genitalia and urogenital tract: Herpesviral infection of urogenital system, unspecified"
"A60.01","Herpesviral infection of genitalia and urogenital tract: Herpesviral infection of penis"
"A60.02","Herpesviral infection of genitalia and urogenital tract: Herpesviral infection of other male genital organs"
"A60.03","Herpesviral infection of genitalia and urogenital tract: Herpesviral cervicitis"
"A60.04","Herpesviral infection of genitalia and urogenital tract: Herpesviral vulvovaginitis"
"A60.09","Herpesviral infection of genitalia and urogenital tract: Herpesviral infection of other urogenital tract"
"A60.1","Herpesviral infection of perianal skin and rectum"
"A60.9","Anogenital herpesviral infection, unspecified"
